,w1,w2,freq,w1_freq,w1_ratio,w2_freq,w2_ratio,jaccard
569,具合,符号,1,1,0.022222222222222223,1,0.022222222222222223,1.0
360,料金,機関,1,1,0.022222222222222223,1,0.022222222222222223,1.0
568,具合,方向,1,1,0.022222222222222223,1,0.022222222222222223,1.0
563,符号,絶対値,1,1,0.022222222222222223,1,0.022222222222222223,1.0
365,交通,機関,1,1,0.022222222222222223,1,0.022222222222222223,1.0
366,仕組み,機関,1,1,0.022222222222222223,1,0.022222222222222223,1.0
367,機関,郵便,1,1,0.022222222222222223,1,0.022222222222222223,1.0
562,方向,絶対値,1,1,0.022222222222222223,1,0.022222222222222223,1.0
561,具合,絶対値,1,1,0.022222222222222223,1,0.022222222222222223,1.0
548,原点,増減,1,1,0.022222222222222223,1,0.022222222222222223,1.0
539,原点,境,1,1,0.022222222222222223,1,0.022222222222222223,1.0
534,境,増減,1,1,0.022222222222222223,1,0.022222222222222223,1.0
377,交通,料金,1,1,0.022222222222222223,1,0.022222222222222223,1.0
378,仕組み,料金,1,1,0.022222222222222223,1,0.022222222222222223,1.0
379,料金,郵便,1,1,0.022222222222222223,1,0.022222222222222223,1.0
469,年間,着実,1,1,0.022222222222222223,1,0.022222222222222223,1.0
452,一方,身の回り,1,1,0.022222222222222223,1,0.022222222222222223,1.0
447,経験,身の回り,1,1,0.022222222222222223,1,0.022222222222222223,1.0
445,一方,経験,1,1,0.022222222222222223,1,0.022222222222222223,1.0
423,態度,身の回り,1,1,0.022222222222222223,1,0.022222222222222223,1.0
421,一方,態度,1,1,0.022222222222222223,1,0.022222222222222223,1.0
420,態度,経験,1,1,0.022222222222222223,1,0.022222222222222223,1.0
413,他方,身の回り,1,1,0.022222222222222223,1,0.022222222222222223,1.0
411,一方,他方,1,1,0.022222222222222223,1,0.022222222222222223,1.0
395,交通,仕組み,1,1,0.022222222222222223,1,0.022222222222222223,1.0
396,交通,郵便,1,1,0.022222222222222223,1,0.022222222222222223,1.0
397,仕組み,郵便,1,1,0.022222222222222223,1,0.022222222222222223,1.0
638,役割,見方,1,1,0.022222222222222223,1,0.022222222222222223,1.0
640,役割,計算,1,1,0.022222222222222223,1,0.022222222222222223,1.0
694,仕方,見方,1,1,0.022222222222222223,1,0.022222222222222223,1.0
767,噴水,水,1,1,0.022222222222222223,1,0.022222222222222223,1.0
817,パラボラアンテナ,運動,1,1,0.022222222222222223,1,0.022222222222222223,1.0
816,パラボラアンテナ,身近,1,1,0.022222222222222223,1,0.022222222222222223,1.0
277,a,定数,2,2,0.044444444444444446,2,0.044444444444444446,1.0
815,パラボラアンテナ,形,1,1,0.022222222222222223,1,0.022222222222222223,1.0
801,水,運動,1,1,0.022222222222222223,1,0.022222222222222223,1.0
800,水,身近,1,1,0.022222222222222223,1,0.022222222222222223,1.0
799,形,水,1,1,0.022222222222222223,1,0.022222222222222223,1.0
797,パラボラアンテナ,水,1,1,0.022222222222222223,1,0.022222222222222223,1.0
787,制動距離,車,2,2,0.044444444444444446,2,0.044444444444444446,1.0
774,噴水,運動,1,1,0.022222222222222223,1,0.022222222222222223,1.0
773,噴水,身近,1,1,0.022222222222222223,1,0.022222222222222223,1.0
772,噴水,形,1,1,0.022222222222222223,1,0.022222222222222223,1.0
770,パラボラアンテナ,噴水,1,1,0.022222222222222223,1,0.022222222222222223,1.0
763,斜面,運動,1,1,0.022222222222222223,1,0.022222222222222223,1.0
696,仕方,計算,1,1,0.022222222222222223,1,0.022222222222222223,1.0
762,斜面,身近,1,1,0.022222222222222223,1,0.022222222222222223,1.0
761,形,斜面,1,1,0.022222222222222223,1,0.022222222222222223,1.0
759,パラボラアンテナ,斜面,1,1,0.022222222222222223,1,0.022222222222222223,1.0
756,斜面,水,1,1,0.022222222222222223,1,0.022222222222222223,1.0
753,噴水,斜面,1,1,0.022222222222222223,1,0.022222222222222223,1.0
738,理科,運動,1,1,0.022222222222222223,1,0.022222222222222223,1.0
737,理科,身近,1,1,0.022222222222222223,1,0.022222222222222223,1.0
736,形,理科,1,1,0.022222222222222223,1,0.022222222222222223,1.0
734,パラボラアンテナ,理科,1,1,0.022222222222222223,1,0.022222222222222223,1.0
731,水,理科,1,1,0.022222222222222223,1,0.022222222222222223,1.0
728,噴水,理科,1,1,0.022222222222222223,1,0.022222222222222223,1.0
727,斜面,理科,1,1,0.022222222222222223,1,0.022222222222222223,1.0
715,見方,計算,1,1,0.022222222222222223,1,0.022222222222222223,1.0
130,実感,広がり,2,2,0.044444444444444446,2,0.044444444444444446,1.0
1062,データ,見当,1,1,0.022222222222222223,1,0.022222222222222223,1.0
410,他方,経験,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1302,S=πr^2,半径,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1325,r,面積比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1324,4倍,r,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1322,2倍,r,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1388,4倍,面積比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1321,r,公式,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1390,4倍,円,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1391,4倍,S=πr^2,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1319,r,相似比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1318,S,r,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1361,S=πr^2,相似比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1412,必要,意図,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1394,円,面積比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1299,半径,面積比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1395,S=πr^2,面積比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1298,4倍,半径,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1296,2倍,半径,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1295,公式,半径,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1293,半径,相似比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1292,S,半径,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1290,r,半径,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1327,r,円,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1328,S=πr^2,r,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1382,2倍,S=πr^2,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1381,2倍,円,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1360,円,相似比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1358,相似比,面積比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1357,4倍,相似比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1355,2倍,相似比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1354,公式,相似比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1351,S,S=πr^2,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1350,S,円,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1348,S,面積比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1369,2倍,公式,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1347,4倍,S,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1345,2倍,S,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1344,S,公式,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1342,S,相似比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1371,4倍,公式,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1372,公式,面積比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1374,公式,円,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1375,S=πr^2,公式,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1378,2倍,4倍,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1379,2倍,面積比,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1399,S=πr^2,円,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1301,円,半径,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1466,体験,選択,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1489,自分,選択,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1235,結果,食い違い,1,1,0.022222222222222223,1,0.022222222222222223,1.0
3,技能,知識,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1233,原因,食い違い,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1474,体験,自分,1,1,0.022222222222222223,1,0.022222222222222223,1.0
9,判断,思考,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1242,原因,結果,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1224,工夫,食い違い,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1463,自分,重要,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1225,原因,工夫,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1455,選択,重要,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1452,体験,重要,1,1,0.022222222222222223,1,0.022222222222222223,1.0
1227,工夫,結果,1,1,0.022222222222222223,1,0.022222222222222223,1.0
56,変化,対応,6,6,0.13333333333333333,7,0.15555555555555556,0.8571428571428571
178,x,y,5,6,0.13333333333333333,5,0.1111111111111111,0.8333333333333334
14,特徴,相互,8,10,0.2222222222222222,8,0.17777777777777778,0.8
13,特徴,表,10,10,0.2222222222222222,13,0.28888888888888886,0.7692307692307693
120,広がり,概念,2,2,0.044444444444444446,3,0.06666666666666667,0.6666666666666666
113,実感,概念,2,2,0.044444444444444446,3,0.06666666666666667,0.6666666666666666
922,実験,活動,2,3,0.06666666666666667,2,0.044444444444444446,0.6666666666666666
917,予測,実験,2,2,0.044444444444444446,3,0.06666666666666667,0.6666666666666666
523,変化の割合,直線,2,3,0.06666666666666667,2,0.044444444444444446,0.6666666666666666
835,実験,観察,2,3,0.06666666666666667,2,0.044444444444444446,0.6666666666666666
32,グラフ,表,12,17,0.37777777777777777,13,0.28888888888888886,0.6666666666666666
48,グラフ,式,12,17,0.37777777777777777,14,0.3111111111111111,0.631578947368421
31,相互,表,8,8,0.17777777777777778,13,0.28888888888888886,0.6153846153846154
844,実験,説明,3,3,0.06666666666666667,5,0.1111111111111111,0.6
35,式,表,10,14,0.3111111111111111,13,0.28888888888888886,0.5882352941176471
15,グラフ,特徴,10,17,0.37777777777777777,10,0.2222222222222222,0.5882352941176471
1507,他者,自分,1,2,0.044444444444444446,1,0.022222222222222223,0.5
755,斜面,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
454,一方,素地,1,1,0.022222222222222223,2,0.044444444444444446,0.5
415,他方,素地,1,1,0.022222222222222223,2,0.044444444444444446,0.5
757,制動距離,斜面,1,2,0.044444444444444446,1,0.022222222222222223,0.5
765,噴水,物,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1472,他者,体験,1,2,0.044444444444444446,1,0.022222222222222223,0.5
449,素地,経験,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1377,2倍,数値,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1496,比較,自分,1,2,0.044444444444444446,1,0.022222222222222223,0.5
460,素地,身の回り,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1504,自分,適切,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1487,他者,選択,1,2,0.044444444444444446,1,0.022222222222222223,0.5
786,水,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
766,噴水,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
791,形,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
782,形,物,1,1,0.022222222222222223,2,0.044444444444444446,0.5
780,パラボラアンテナ,物,1,1,0.022222222222222223,2,0.044444444444444446,0.5
784,物,運動,1,2,0.044444444444444446,1,0.022222222222222223,0.5
789,パラボラアンテナ,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
522,一定,直線,2,4,0.08888888888888889,2,0.044444444444444446,0.5
1485,適切,選択,1,2,0.044444444444444446,1,0.022222222222222223,0.5
777,水,物,1,1,0.022222222222222223,2,0.044444444444444446,0.5
783,物,身近,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1370,公式,数値,1,1,0.022222222222222223,2,0.044444444444444446,0.5
792,身近,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
425,態度,素地,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1482,比較,選択,1,2,0.044444444444444446,1,0.022222222222222223,0.5
768,制動距離,噴水,1,2,0.044444444444444446,1,0.022222222222222223,0.5
795,制動距離,水,1,2,0.044444444444444446,1,0.022222222222222223,0.5
793,車,運動,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1421,場面,必要,1,2,0.044444444444444446,1,0.022222222222222223,0.5
751,目,運動,1,2,0.044444444444444446,1,0.022222222222222223,0.5
567,定数,絶対値,1,2,0.044444444444444446,1,0.022222222222222223,0.5
691,仕方,直線,1,1,0.022222222222222223,2,0.044444444444444446,0.5
662,曲線,計算,1,2,0.044444444444444446,1,0.022222222222222223,0.5
661,曲線,見方,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1456,比較,重要,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1433,場面,意図,1,2,0.044444444444444446,1,0.022222222222222223,0.5
656,仕方,曲線,1,1,0.022222222222222223,2,0.044444444444444446,0.5
565,a,絶対値,1,2,0.044444444444444446,1,0.022222222222222223,0.5
636,役割,数値,1,1,0.022222222222222223,2,0.044444444444444446,0.5
635,役割,直線,1,1,0.022222222222222223,2,0.044444444444444446,0.5
628,役割,曲線,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1459,適切,重要,1,2,0.044444444444444446,1,0.022222222222222223,0.5
603,強調,手立て,1,1,0.022222222222222223,2,0.044444444444444446,0.5
582,定数,符号,1,2,0.044444444444444446,1,0.022222222222222223,0.5
580,a,符号,1,2,0.044444444444444446,1,0.022222222222222223,0.5
578,定数,方向,1,2,0.044444444444444446,1,0.022222222222222223,0.5
576,a,方向,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1430,他者,意図,1,2,0.044444444444444446,1,0.022222222222222223,0.5
573,具合,定数,1,1,0.022222222222222223,2,0.044444444444444446,0.5
571,a,具合,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1418,他者,必要,1,2,0.044444444444444446,1,0.022222222222222223,0.5
692,仕方,数値,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1461,他者,重要,1,2,0.044444444444444446,1,0.022222222222222223,0.5
750,目,身近,1,2,0.044444444444444446,1,0.022222222222222223,0.5
730,理科,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
749,形,目,1,1,0.022222222222222223,2,0.044444444444444446,0.5
747,パラボラアンテナ,目,1,1,0.022222222222222223,2,0.044444444444444446,0.5
744,水,目,1,1,0.022222222222222223,2,0.044444444444444446,0.5
740,斜面,目,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1384,4倍,数値,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1385,数値,面積比,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1386,円,数値,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1387,S=πr^2,数値,1,1,0.022222222222222223,2,0.044444444444444446,0.5
732,制動距離,理科,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1470,体験,適切,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1467,体験,比較,1,1,0.022222222222222223,2,0.044444444444444446,0.5
729,物,理科,1,2,0.044444444444444446,1,0.022222222222222223,0.5
528,y=ax^2,境,1,2,0.044444444444444446,1,0.022222222222222223,0.5
726,理科,目,1,1,0.022222222222222223,2,0.044444444444444446,0.5
710,数値,計算,1,2,0.044444444444444446,1,0.022222222222222223,0.5
530,y=ax^2,増減,1,2,0.044444444444444446,1,0.022222222222222223,0.5
708,数値,見方,1,2,0.044444444444444446,1,0.022222222222222223,0.5
705,直線,計算,1,2,0.044444444444444446,1,0.022222222222222223,0.5
532,y=ax^2,原点,1,2,0.044444444444444446,1,0.022222222222222223,0.5
704,直線,見方,1,2,0.044444444444444446,1,0.022222222222222223,0.5
741,噴水,目,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1219,予測,検討,1,2,0.044444444444444446,1,0.022222222222222223,0.5
804,パラボラアンテナ,制動距離,1,1,0.022222222222222223,2,0.044444444444444446,0.5
806,制動距離,形,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1247,原因,活動,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1248,比較,結果,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1138,制動距離,放物線,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1254,予測,結果,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1136,放物線,適切,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1255,手立て,結果,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1132,放物線,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1258,活動,結果,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1267,体積,面積,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1268,体積,場面,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1124,活動,点,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1120,活動,理由,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1118,時速,活動,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1115,付け,活動,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1113,データ,活動,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1112,放物線,活動,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1110,商,点,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1106,商,理由,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1104,商,時速,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1102,付け,商,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1101,データ,商,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1100,商,放物線,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1074,制動距離,見当,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1072,見当,適切,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1291,半径,面積,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1244,原因,手立て,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1144,データ,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1243,予測,原因,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1188,理由,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1220,手立て,検討,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1223,検討,活動,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1206,制動距離,点,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1226,工夫,比較,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1204,点,適切,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1228,予測,工夫,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1197,制動距離,理由,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1195,理由,適切,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1192,点,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1229,工夫,手立て,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1232,工夫,活動,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1187,制動距離,時速,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1241,原因,比較,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1234,比較,食い違い,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1185,時速,適切,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1181,時速,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1167,付け,制動距離,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1236,予測,食い違い,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1165,付け,適切,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1161,付け,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1237,手立て,食い違い,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1150,データ,制動距離,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1240,活動,食い違い,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1148,データ,適切,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1068,見当,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1297,半径,数値,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1060,活動,見当,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1339,円,面積,1,1,0.022222222222222223,2,0.044444444444444446,0.5
964,停止距離,商,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1331,相似比,面積,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1333,公式,面積,1,1,0.022222222222222223,2,0.044444444444444446,0.5
958,予測,停止距離,1,2,0.044444444444444446,1,0.022222222222222223,0.5
957,停止距離,観察,1,1,0.022222222222222223,2,0.044444444444444446,0.5
914,スピード,制動距離,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1334,2倍,面積,1,1,0.022222222222222223,2,0.044444444444444446,0.5
912,スピード,適切,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1336,4倍,面積,1,1,0.022222222222222223,2,0.044444444444444446,0.5
908,スピード,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1337,面積,面積比,1,2,0.044444444444444446,1,0.022222222222222223,0.5
1340,S=πr^2,面積,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1330,S,面積,1,1,0.022222222222222223,2,0.044444444444444446,0.5
900,スピード,活動,1,1,0.022222222222222223,2,0.044444444444444446,0.5
899,スピード,商,1,1,0.022222222222222223,2,0.044444444444444446,0.5
893,スピード,予測,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1217,検討,比較,1,1,0.022222222222222223,2,0.044444444444444446,0.5
1346,S,数値,1,1,0.022222222222222223,2,0.044444444444444446,0.5
858,単純,観察,1,1,0.022222222222222223,2,0.044444444444444446,0.5
852,理想,観察,1,1,0.022222222222222223,2,0.044444444444444446,0.5
838,同様,実験,2,3,0.06666666666666667,3,0.06666666666666667,0.5
1356,数値,相似比,1,2,0.044444444444444446,1,0.022222222222222223,0.5
808,制動距離,運動,1,2,0.044444444444444446,1,0.022222222222222223,0.5
807,制動距離,身近,1,2,0.044444444444444446,1,0.022222222222222223,0.5
965,停止距離,活動,1,1,0.022222222222222223,2,0.044444444444444446,0.5
973,停止距離,車,1,1,0.022222222222222223,2,0.044444444444444446,0.5
